Pipolin_ID	Genome_ID	Pipolin_file	Pipolin_length	Contig_length	Genome_length	Contig_name	Contig_description	Contig_AN	Atts	Number_atts	Coordinates_atts	Length_atts	Integration_site	Genome_AN	Genome_file	Organism	Genus	Specie	AssemblyStatus	BiosampleAN	BiosampleID	Biosource	Coverage	Host	isolation_source	SRA	geo_location	Contamination_status
G_49986_0	G_49986	G_49986_0_v0.minimal.single_record.gbk	37167	64378	2154690	G_49986_r_39	Limosilactobacillus reuteri strain PNG008_24h scaffold44, whole genome shotgun sequence	JAJGVJ010000044.1	False	0	NA	NA	NA	GCA_020785475.1	GCA_020785475.1_ASM2078547v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Scaffold	SAMN22258608	22258608	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'PNG008_24h'}], 'Sex': '', 'Isolate': ''}	500	Homo sapiens	NA	 SRS10629379	Papua New Guinea	Not_contaminated
G_49851_0	G_49851	G_49851_0_v0.minimal.single_record.gbk	29746	29746	2011203	G_49851_r_18	Limosilactobacillus reuteri strain RC-14 NODE_26_length_29746_cov_216.741, whole genome shotgun sequence	PESO01000026.1	False	0	NA	NA	NA	GCA_002762415.1	GCA_002762415.1_ASM276241v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Contig	SAMN07981098	7981098	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'RC-14'}], 'Sex': '', 'Isolate': ''}	101	NA	Probiotic Capsule	NA	India: Pune	Not_contaminated
G_136525_0	G_136525	G_136525_0_v0.minimal.single_record.gbk	8277	8277	2634813	G_136525_r_13	Staphylococcus warneri strain P912 NODE_21_length_8277_cov_158.943, whole genome shotgun sequence	SPPM01000021.1	False	0	NA	NA	NA	GCA_004570505.1	GCA_004570505.1_ASM457050v1_genomic.fna	Staphylococcus warneri (firmicutes)	Staphylococcus	Staphylococcus warneri	Contig	SAMN11126851	11126851	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'P912'}], 'Sex': '', 'Isolate': ''}	30	Mus musculus C3H/Orl	oral swab	NA	United Kingdom	Not_contaminated
G_129871_0	G_129871	G_129871_0_v0.minimal.single_record.gbk	8839	8839	2485262	G_129871_r_59	Staphylococcus epidermidis strain SESURV_p0_423 NODE_39_length_8839_cov_588.416_ID_7823, whole genome shotgun sequence	VPTX01000039.1	False	0	NA	NA	NA	GCA_010146955.1	GCA_010146955.1_ASM1014695v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Contig	SAMN12507880	12507880	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'SESURV_p0_423'}], 'Sex': '', 'Isolate': ''}	131.901	Homo sapiens	Popliteal_fossa	 SRS5258085	USA	Not_contaminated
G_136482_0	G_136482	G_136482_0_v0.minimal.single_record.gbk	8277	8277	2634813	G_136482_r_13	Staphylococcus warneri strain 19428wF1_P912 NODE_21_length_8277_cov_158.943, whole genome shotgun sequence	JADGMF010000021.1	False	0	NA	NA	NA	GCA_015235035.1	GCA_015235035.1_ASM1523503v1_genomic.fna	Staphylococcus warneri (firmicutes)	Staphylococcus	Staphylococcus warneri	Contig	SAMN16540206	16540206	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': '19428wF1_P912'}], 'Sex': '', 'Isolate': ''}	30	Mus musculus	Oral	NA	United Kingdom	Not_contaminated
G_136553_0	G_136553	G_136553_0_v0.minimal.single_record.gbk	9533	9533	2495513	G_136553_r_8	Staphylococcus warneri strain DE0513 NODE_17_length_9533_cov_265.147941, whole genome shotgun sequence	VDPX01000017.1	False	0	NA	NA	NA	GCA_007666805.1	GCA_007666805.1_ASM766680v1_genomic.fna	Staphylococcus warneri (firmicutes)	Staphylococcus	Staphylococcus warneri	Scaffold	SAMN11792673	11792673	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'DE0513'}], 'Sex': '', 'Isolate': ''}	100	not applicable	environmental	NA	USA: North Carolina, Durham	Not_contaminated
G_50091_0	G_50091	G_50091_0_v0.minimal.single_record.gbk	17550	17550	2095508	G_50091_r_65	Limosilactobacillus reuteri strain AP3 scaffold157, whole genome shotgun sequence	JAJGWN010000157.1	False	0	NA	NA	NA	GCA_020786015.1	GCA_020786015.1_ASM2078601v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Scaffold	SAMN22258578	22258578	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'AP3'}], 'Sex': '', 'Isolate': ''}	500	Argus Pheasent	NA	 SRS10629367	USA:Nebraska	Not_contaminated
G_100623_0	G_100623	G_100623_0_v0.minimal.single_record.gbk	63095	206872	4193207	G_100623_r_23	Ruminococcus sp. AF31-16BH AF31-16BH.Scaf3, whole genome shotgun sequence	QUEK01000003.1	False	0	NA	NA	NA	GCA_003477985.1	GCA_003477985.1_ASM347798v1_genomic.fna	Ruminococcus sp. AF31-16BH (firmicutes)	Ruminococcus	Ruminococcus sp. AF31-16BH	Scaffold	SAMN09734574	9734574	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'AF31-16BH'}], 'Sex': '', 'Isolate': ''}	100	Homo sapiens	feces	NA	China: Shenzhen	Not_contaminated
G_50071_0	G_50071	G_50071_0_v0.minimal.single_record.gbk	12531	12531	1801657	G_50071_r_24	Limosilactobacillus sp. Sa3CUN2 NODE_31_length_12531_cov_662.084792, whole genome shotgun sequence	JACSQW010000031.1	False	0	NA	NA	NA	GCA_014836425.1	GCA_014836425.1_ASM1483642v1_genomic.fna	Limosilactobacillus sp. Sa3CUN2 (firmicutes)	Limosilactobacillus	Limosilactobacillus sp. Sa3CUN2	Scaffold	SAMN15803264	15803264	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'Sa3CUN2'}], 'Sex': '', 'Isolate': ''}	139	Gallus gallus	NA	NA	United Kingdom: Norwich	Not_contaminated
G_48198_0	G_48198	G_48198_0_v0.minimal.single_record.gbk	4960	4960	2099290	G_48198_r_10	Lactobacillus sp. UMNPBX18 NODE_109_length_4960_cov_50.2408, whole genome shotgun sequence	PCYS01000109.1	False	0	NA	NA	NA	GCA_002553855.1	GCA_002553855.1_ASM255385v1_genomic.fna	Lactobacillus sp. UMNPBX18 (firmicutes)	Lactobacillus	Lactobacillus sp. UMNPBX18	Contig	SAMN07702369	7702369	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'UMNPBX18'}], 'Sex': '', 'Isolate': ''}	50	Meleagris gallopavo	ileum	NA	USA:Minnesota	Not_contaminated
G_49671_0	G_49671	G_49671_0_v0.minimal.single_record.gbk	26844	26844	1703045	G_49671_r_105	Limosilactobacillus coleohominis strain An526 An526_contig-110_24, whole genome shotgun sequence	JACJLB010000025.1	False	0	NA	NA	NA	GCA_016901895.1	GCA_016901895.1_ASM1690189v1_genomic.fna	Limosilactobacillus coleohominis (firmicutes)	Limosilactobacillus	Limosilactobacillus coleohominis	Contig	SAMN14913575	14913575	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'An526'}], 'Sex': '', 'Isolate': ''}	82	Gallus gallus	NA	 SRS6659510	not applicable	Not_contaminated
G_49671_1	G_49671	G_49671_1_v0.minimal.single_record.gbk	10126	10126	1703045	G_49671_r_127	Limosilactobacillus coleohominis strain An526 An526_contig-110_44, whole genome shotgun sequence	JACJLB010000045.1	False	0	NA	NA	NA	GCA_016901895.1	GCA_016901895.1_ASM1690189v1_genomic.fna	Limosilactobacillus coleohominis (firmicutes)	Limosilactobacillus	Limosilactobacillus coleohominis	Contig	SAMN14913575	14913575	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'An526'}], 'Sex': '', 'Isolate': ''}	82	Gallus gallus	NA	 SRS6659510	not applicable	Not_contaminated
G_169491_0	G_169491	G_169491_0_v0.minimal.single_record.gbk	46864	46864	3090512	G_169491_r_41	Trichococcus sp. DSM 22150 genome assembly, contig: Ga0066358_123, whole genome shotgun sequence	FNYT01000023.1	False	0	NA	NA	NA	GCA_900109135.1	GCA_900109135.1_IMG-taxon_2619618824_annotated_assembly_genomic.fna	Trichococcus ilyis (firmicutes)	Trichococcus	Trichococcus ilyis	Scaffold	SAMN05216375	5216375	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'DSM 22150'}], 'Sex': '', 'Isolate': ''}	391	not applicable	missing	 SRS1669132; DOE Joint Genome Institute: Gp0110916	missing	Not_contaminated
G_169371_0	G_169371	G_169371_0_v0.minimal.single_record.gbk	48268	149030	3142124	G_169371_r_12	Trichococcus sp. R210 isolate Trichococcus_R210 genome assembly, contig: TR210DRAFT_scaffold-12, whole genome shotgun sequence	FJNB01000012.1	False	0	NA	NA	NA	GCA_900067235.1	GCA_900067235.1_Trichococcus_R210_genomic.fna	Trichococcus ilyis (firmicutes)	Trichococcus	Trichococcus ilyis	Scaffold	SAMEA3872857	4646853	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'R210'}], 'Sex': '', 'Isolate': ''}	194	NA	NA	 ERS1059991	NA	Not_contaminated
G_131011_0	G_131011	G_131011_0_v0.minimal.single_record.gbk	8853	8853	2558333	G_131011_r_20	Staphylococcus epidermidis strain R6052 contig00020, whole genome shotgun sequence	JACGOP010000020.1	False	0	NA	NA	NA	GCA_015274905.1	GCA_015274905.1_ASM1527490v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Contig	SAMN15665226	15665226	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'R6052'}], 'Sex': '', 'Isolate': ''}	40	Homo sapiens	skin swab1378 from squamous cell carcinomas patient MST002	 SRS7110273	Australia: Brisbane	Not_contaminated
G_132538_0	G_132538	G_132538_0_v0.minimal.single_record.gbk	11511	11511	2568124	G_132538_r_51	Staphylococcus haemolyticus genome assembly 7067_4#43, scaffold ERS066285.7067_4_43.51, whole genome shotgun sequence	CUCZ01000051.1	False	0	NA	NA	NA	GCA_001235665.1	GCA_001235665.1_7067_4_43_genomic.fna	Staphylococcus haemolyticus (firmicutes)	Staphylococcus	Staphylococcus haemolyticus	Scaffold	SAMEA1035044	788142	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': '51-13'}], 'Sex': '', 'Isolate': ''}	109	Homo sapiens	blood	 ERS066285	Norway	Not_contaminated
G_49782_0	G_49782	G_49782_0_v0.complete.single_record.gbk	17374	86768	1987473	G_49782_r_13	Limosilactobacillus reuteri strain E81 E81_contig_21, whole genome shotgun sequence	PZQO01000005.1	True	2	['[0:16](+)', '[17003:17019](+)']	[16, 16]	['transfer-messenger RNA, SsrA']	GCA_003046135.1	GCA_003046135.1_ASM304613v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Contig	SAMN08801720	8801720	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'E81'}], 'Sex': '', 'Isolate': ''}	463	not applicable	sourdough	NA	Turkey	Not_contaminated
G_136322_1	G_136322	G_136322_1_v0.minimal.single_record.gbk	14515	14515	2511125	G_136322_r_81	Staphylococcus sp. HMSC077D08 genomic scaffold Scaffold605, whole genome shotgun sequence	KV834817.1	False	0	NA	NA	NA	GCA_001837945.1	unplaced.scaf.fna	Staphylococcus sp. HMSC077D08 (firmicutes)	Staphylococcus	Staphylococcus sp. HMSC077D08	Scaffold	SAMN04498635	4498635	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'HMSC077D08'}], 'Sex': '', 'Isolate': ''}	139	Homo sapiens	vaginal/rectal	 SRS1300342	NA	Not_contaminated
G_136322_0	G_136322	G_136322_0_v0.minimal.single_record.gbk	1357	1357	2511125	G_136322_r_47	Staphylococcus sp. HMSC077D08 genomic scaffold Scaffold186, whole genome shotgun sequence	KV834783.1	False	0	NA	NA	NA	GCA_001837945.1	unplaced.scaf.fna	Staphylococcus sp. HMSC077D08 (firmicutes)	Staphylococcus	Staphylococcus sp. HMSC077D08	Scaffold	SAMN04498635	4498635	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'HMSC077D08'}], 'Sex': '', 'Isolate': ''}	139	Homo sapiens	vaginal/rectal	 SRS1300342	NA	Not_contaminated
G_50051_0	G_50051	G_50051_0_v0.minimal.single_record.gbk	38586	162721	2159483	G_50051_r_26	Limosilactobacillus reuteri strain PM_Patrick_6_1 scaffold121, whole genome shotgun sequence	JAJGUH010000121.1	False	0	NA	NA	NA	GCA_020784805.1	GCA_020784805.1_ASM2078480v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Scaffold	SAMN22258636	22258636	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'PM_Patrick_6_1'}], 'Sex': '', 'Isolate': ''}	500	Patas monkey	NA	 SRS10629490	USA:California	Not_contaminated
G_50037_0	G_50037	G_50037_0_v0.minimal.single_record.gbk	37167	64378	2159046	G_50037_r_61	Limosilactobacillus reuteri strain PNG008_48h scaffold64, whole genome shotgun sequence	JAJGVI010000064.1	False	0	NA	NA	NA	GCA_020785415.1	GCA_020785415.1_ASM2078541v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Scaffold	SAMN22258609	22258609	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'PNG008_48h'}], 'Sex': '', 'Isolate': ''}	500	Homo sapiens	NA	 SRS10629378	Papua New Guinea	Not_contaminated
G_128814_0	G_128814	G_128814_0_v0.minimal.single_record.gbk	11723	11723	2597619	G_128814_r_142	Staphylococcus epidermidis strain 1021.rep1_SEPI 753_11723_809958_723+,...,730_, whole genome shotgun sequence	JWFY01000144.1	False	0	NA	NA	NA	GCA_001069925.1	GCA_001069925.1_ASM106992v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Scaffold	SAMN03196984	3196984	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': '1021.rep1_SEPI'}], 'Sex': '', 'Isolate': ''}	17	Homo sapiens	missing	 SRS746191	USA: WA	Not_contaminated
G_132420_0	G_132420	G_132420_0_v0.minimal.single_record.gbk	21127	21127	2545880	G_132420_r_39	Staphylococcus haemolyticus genome assembly 7068_7#36, scaffold ERS066368.7068_7_36.39, whole genome shotgun sequence	CUGD01000039.1	False	0	NA	NA	NA	GCA_001228285.1	GCA_001228285.1_7068_7_36_genomic.fna	Staphylococcus haemolyticus (firmicutes)	Staphylococcus	Staphylococcus haemolyticus	Contig	SAMEA1035086	788224	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': '127925'}], 'Sex': '', 'Isolate': ''}	51	Homo sapiens	Catheter	 ERS066368	Switzerland	Not_contaminated
G_49908_0	G_49908	G_49908_0_v0.minimal.single_record.gbk	14122	14122	2092540	G_49908_r_159	Limosilactobacillus reuteri strain PTA6_F1 NODE_45_length_14122_cov_486.473, whole genome shotgun sequence	QKPU01000045.1	False	0	NA	NA	NA	GCA_009389015.1	GCA_009389015.1_ASM938901v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Scaffold	SAMN09280125	9280125	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'PTA6_F1'}], 'Sex': '', 'Isolate': ''}	130.438	chicken	chicken feces	NA	Switzerland	Not_contaminated
G_49878_0	G_49878	G_49878_0_v0.minimal.single_record.gbk	6594	6594	2254608	G_49878_r_111	Limosilactobacillus reuteri strain WCA-386-APC-4I Contig_74, whole genome shotgun sequence	JABAFN010000074.1	False	0	NA	NA	NA	GCA_012843635.1	GCA_012843635.1_ASM1284363v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Contig	SAMN14558267	14558267	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'WCA-386-APC-4I'}], 'Sex': '', 'Isolate': ''}	500	Sus scrofa domesticus	feces	NA	Germany	Not_contaminated
G_49853_0	G_49853	G_49853_0_v0.minimal.single_record.gbk	30937	30937	2031050	G_49853_r_25	Limosilactobacillus reuteri strain DS22_10 DS22_10_23_length_30937_cov_63.551217, whole genome shotgun sequence	QAZL01000023.1	False	0	NA	NA	NA	GCA_003064585.1	GCA_003064585.1_ASM306458v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Contig	SAMN06464108	6464108	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'DS22_10'}], 'Sex': '', 'Isolate': ''}	67.3	Homo sapiens	Commercial dietary supplements	 SRS2019354	USA:MD	Not_contaminated
G_49836_0	G_49836	G_49836_0_v0.minimal.single_record.gbk	7809	7809	1975108	G_49836_r_119	Limosilactobacillus reuteri strain KLR2008 NODE_78_length_7809_cov_8.75914_ID_8188, whole genome shotgun sequence	MIMP01000119.1	False	0	NA	NA	NA	GCA_002128745.1	GCA_002128745.1_ASM212874v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Contig	SAMN05751490	5751490	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'KLR2008'}], 'Sex': '', 'Isolate': ''}	253	pig	feces	NA	South Korea	Not_contaminated
G_129345_0	G_129345	G_129345_0_v0.minimal.single_record.gbk	8366	8366	2589894	G_129345_r_27	Staphylococcus epidermidis strain BB411582T NODE_34_length_8366_cov_147.072, whole genome shotgun sequence	WBRP01000034.1	False	0	NA	NA	NA	GCA_008923005.1	GCA_008923005.1_ASM892300v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Contig	SAMN12840199	12840199	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'BB411582T'}], 'Sex': '', 'Isolate': ''}	88	Homo sapiens	blood	NA	United Kingdom: Aberdeen	Not_contaminated
G_46088_0	G_46088	G_46088_0_v0.minimal.single_record.gbk	42757	254830	3083267	G_46088_r_34	Lacticaseibacillus zeae strain CRBIP24.44 Scaffold4, whole genome shotgun sequence	VBWO01000004.1	False	0	NA	NA	NA	GCA_005796045.1	GCA_005796045.1_ASM579604v1_genomic.fna	Lacticaseibacillus zeae (firmicutes)	Lacticaseibacillus	Lacticaseibacillus zeae	Contig	SAMN11638139	11638139	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'CRBIP24.44'}], 'Sex': '', 'Isolate': ''}	270	Homo sapiens	throat	NA	unknown	Not_contaminated
G_132725_0	G_132725	G_132725_0_v0.minimal.single_record.gbk	8051	8051	2613798	G_132725_r_53	Staphylococcus haemolyticus strain C Contig0053, whole genome shotgun sequence	JAHLXR010000053.1	False	0	NA	NA	NA	GCA_019391625.1	GCA_019391625.1_ASM1939162v1_genomic.fna	Staphylococcus haemolyticus (firmicutes)	Staphylococcus	Staphylococcus haemolyticus	Contig	SAMN19655106	19655106	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'C'}], 'Sex': '', 'Isolate': ''}	300	Homo sapiens	sputum	 SRS9175361	China: Jiangsu, Suzhou	Not_contaminated
G_136560_0	G_136560	G_136560_0_v0.minimal.single_record.gbk	9549	9549	2500092	G_136560_r_9	Staphylococcus warneri strain DE0520 NODE_18_length_9549_cov_413.459203, whole genome shotgun sequence	VDPQ01000018.1	False	0	NA	NA	NA	GCA_007666685.1	GCA_007666685.1_ASM766668v1_genomic.fna	Staphylococcus warneri (firmicutes)	Staphylococcus	Staphylococcus warneri	Scaffold	SAMN11792680	11792680	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'DE0520'}], 'Sex': '', 'Isolate': ''}	100	not applicable	environmental	NA	USA: North Carolina, Durham	Not_contaminated
G_49593_1	G_49593	G_49593_1_v0.minimal.single_record.gbk	36014	41365	1690277	G_49593_r_175	Limosilactobacillus coleohominis strain An574 An574_contig-110_4, whole genome shotgun sequence	JACJKU010000005.1	False	0	NA	NA	NA	GCA_016901675.1	GCA_016901675.1_ASM1690167v1_genomic.fna	Limosilactobacillus coleohominis (firmicutes)	Limosilactobacillus	Limosilactobacillus coleohominis	Contig	SAMN14913585	14913585	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'An574'}], 'Sex': '', 'Isolate': ''}	13	Gallus gallus	NA	 SRS6659520	not applicable	Not_contaminated
G_49593_2	G_49593	G_49593_2_v0.minimal.single_record.gbk	16248	16248	1690277	G_49593_r_170	Limosilactobacillus coleohominis strain An574 An574_contig-110_35, whole genome shotgun sequence	JACJKU010000036.1	False	0	NA	NA	NA	GCA_016901675.1	GCA_016901675.1_ASM1690167v1_genomic.fna	Limosilactobacillus coleohominis (firmicutes)	Limosilactobacillus	Limosilactobacillus coleohominis	Contig	SAMN14913585	14913585	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'An574'}], 'Sex': '', 'Isolate': ''}	13	Gallus gallus	NA	 SRS6659520	not applicable	Not_contaminated
G_49593_0	G_49593	G_49593_0_v0.minimal.single_record.gbk	8844	8844	1690277	G_49593_r_198	Limosilactobacillus coleohominis strain An574 An574_contig-110_60, whole genome shotgun sequence	JACJKU010000061.1	False	0	NA	NA	NA	GCA_016901675.1	GCA_016901675.1_ASM1690167v1_genomic.fna	Limosilactobacillus coleohominis (firmicutes)	Limosilactobacillus	Limosilactobacillus coleohominis	Contig	SAMN14913585	14913585	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'An574'}], 'Sex': '', 'Isolate': ''}	13	Gallus gallus	NA	 SRS6659520	not applicable	Not_contaminated
G_131572_0	G_131572	G_131572_0_v0.minimal.single_record.gbk	10370	10370	2529977	G_131572_r_10	Staphylococcus epidermidis strain C67FS1 NODE_19_length_10370_cov_1679.062178, whole genome shotgun sequence	JAINJZ010000019.1	False	0	NA	NA	NA	GCA_021992315.1	GCA_021992315.1_ASM2199231v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Scaffold	SAMN20719589	20719589	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'C67FS1'}], 'Sex': '', 'Isolate': ''}	200	NA	not applicable	NA	China	Not_contaminated
G_105545_0	G_105545	G_105545_0_v0.minimal.single_record.gbk	32237	33206	3014814	G_105545_p_1	Staphylococcus aureus strain ER01524.3 plasmid unnamed1, complete sequence	CP030620.1	False	0	NA	NA	NA	GCA_008936075.1	GCA_008936075.1_ASM893607v1_genomic.fna	Staphylococcus aureus (firmicutes)	Staphylococcus	Staphylococcus aureus	Complete Genome	SAMN09483951	9483951	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'ER01524.3'}], 'Sex': '', 'Isolate': ''}	226.321	Homo sapiens	blood	 SRS5130232	USA:New York City	Not_contaminated
G_129883_0	G_129883	G_129883_0_v0.minimal.single_record.gbk	8839	8839	2499210	G_129883_r_50	Staphylococcus epidermidis strain SESURV_p0_405 NODE_40_length_8839_cov_345.841_ID_7393, whole genome shotgun sequence	VPTH01000040.1	False	0	NA	NA	NA	GCA_010147275.1	GCA_010147275.1_ASM1014727v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Contig	SAMN12507864	12507864	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'SESURV_p0_405'}], 'Sex': '', 'Isolate': ''}	171.377	Homo sapiens	Cubital_fossa	 SRS5257568	USA	Not_contaminated
G_49977_0	G_49977	G_49977_0_v0.minimal.single_record.gbk	19630	19630	2299377	G_49977_r_86	Limosilactobacillus reuteri strain BHM_Thaddeus_2_1 scaffold62, whole genome shotgun sequence	JAJGUU010000062.1	False	0	NA	NA	NA	GCA_020785145.1	GCA_020785145.1_ASM2078514v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Scaffold	SAMN22258623	22258623	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'BHM_Thaddeus_2_1'}], 'Sex': '', 'Isolate': ''}	500	Black Howler Monkey	NA	 SRS10629397	USA:California	Not_contaminated
G_128900_0	G_128900	G_128900_0_v0.minimal.single_record.gbk	9922	9922	2487653	G_128900_r_70	Staphylococcus epidermidis strain 1143_SEPI 467_9922_652322, whole genome shotgun sequence	JWBN01000071.1	False	0	NA	NA	NA	GCA_001069245.1	GCA_001069245.1_ASM106924v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Scaffold	SAMN03197099	3197099	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': '1143_SEPI'}], 'Sex': '', 'Isolate': ''}	18	Homo sapiens	missing	 SRS746307	USA: WA	Not_contaminated
G_129887_0	G_129887	G_129887_0_v0.minimal.single_record.gbk	8839	8839	2504729	G_129887_r_46	Staphylococcus epidermidis strain SESURV_p0_416 NODE_37_length_8839_cov_218.14_ID_7168, whole genome shotgun sequence	VPTR01000037.1	False	0	NA	NA	NA	GCA_010147075.1	GCA_010147075.1_ASM1014707v1_genomic.fna	Staphylococcus epidermidis (firmicutes)	Staphylococcus	Staphylococcus epidermidis	Contig	SAMN12507874	12507874	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'SESURV_p0_416'}], 'Sex': '', 'Isolate': ''}	125.135	Homo sapiens	Popliteal_fossa	 SRS5258317	USA	Not_contaminated
G_50067_0	G_50067	G_50067_0_v0.minimal.single_record.gbk	37166	64378	2158974	G_50067_r_57	Limosilactobacillus reuteri strain PNG008C_M scaffold60, whole genome shotgun sequence	JAJGVD010000060.1	False	0	NA	NA	NA	GCA_020785255.1	GCA_020785255.1_ASM2078525v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Scaffold	SAMN22258614	22258614	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'PNG008C_M'}], 'Sex': '', 'Isolate': ''}	500	Homo sapiens	NA	 SRS10629385	Papua New Guinea	Not_contaminated
G_50090_0	G_50090	G_50090_0_v0.minimal.single_record.gbk	37286	46755	2071198	G_50090_r_284	Limosilactobacillus reuteri strain tu160 scaffold354, whole genome shotgun sequence	JAJGVZ010000354.1	False	0	NA	NA	NA	GCA_020785715.1	GCA_020785715.1_ASM2078571v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Scaffold	SAMN22258592	22258592	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'tu160'}], 'Sex': '', 'Isolate': ''}	500	turkey	NA	 SRS10629363	Sweden	Not_contaminated
G_50090_1	G_50090	G_50090_1_v0.minimal.single_record.gbk	17842	17842	2071198	G_50090_r_269	Limosilactobacillus reuteri strain tu160 scaffold340, whole genome shotgun sequence	JAJGVZ010000340.1	False	0	NA	NA	NA	GCA_020785715.1	GCA_020785715.1_ASM2078571v1_genomic.fna	Limosilactobacillus reuteri (firmicutes)	Limosilactobacillus	Limosilactobacillus reuteri	Scaffold	SAMN22258592	22258592	{'InfraspeciesList': [{'Sub_type': 'strain', 'Sub_value': 'tu160'}], 'Sex': '', 'Isolate': ''}	500	turkey	NA	 SRS10629363	Sweden	Not_contaminated
