protein_ID	InterproScan
G_49830_0_17_Limosilactobacillus_reuteri	HTH_XRE, Cro/C1-type helix-turn-helix domain, Helix-turn-helix, lambda repressor-like DNA-binding domains, Lambda repressor-like, DNA-binding domain superfamily, Cro/C1-type HTH domain profile., mbf_short4, -
G_49864_0_2_Limosilactobacillus_reuteri	HTH_XRE, Cro/C1-type helix-turn-helix domain, Helix-turn-helix, lambda repressor-like DNA-binding domains, Lambda repressor-like, DNA-binding domain superfamily, Cro/C1-type HTH domain profile., mbf_short4, -
G_50113_0_18_Limosilactobacillus_reuteri	HTH_XRE, Cro/C1-type helix-turn-helix domain, Helix-turn-helix, lambda repressor-like DNA-binding domains, Lambda repressor-like, DNA-binding domain superfamily, Cro/C1-type HTH domain profile., mbf_short4, -
G_49877_0_18_Limosilactobacillus_reuteri	HTH_XRE, Cro/C1-type helix-turn-helix domain, Helix-turn-helix, lambda repressor-like DNA-binding domains, Lambda repressor-like, DNA-binding domain superfamily, Cro/C1-type HTH domain profile., mbf_short4, -
G_49938_0_42_Limosilactobacillus_reuteri	Coil, -
G_132524_0_4_Staphylococcus_haemolyticus	Coil, -
G_100627_0_29_Ruminococcus_sp._AF21-3	-, P-loop containing nucleoside triphosphate hydrolase
G_6812_0_24_Blautia_obeum	Bacterial regulatory helix-turn-helix protein, lysR family, Transcription regulator HTH, LysR, LysR bacterial regulatory protein HTH signature, LysR-type HTH domain profile., PBP2_LTTR_substrate, -, Periplasmic binding protein-like II, Winged helix-like DNA-binding domain superfamily, "Winged helix" DNA-binding domain, Winged helix DNA-binding domain superfamily, LysR substrate binding domain, LysR, substrate-binding, HTH-TYPE TRANSCRIPTIONAL REGULATOR, Coil
G_50057_0_27_Limosilactobacillus_reuteri	Cupredoxin-like domain, EfeO-type cupredoxin-like domain, Cupredoxins, Cupredoxin, -
G_50051_0_11_Limosilactobacillus_reuteri	Cupredoxin-like domain, EfeO-type cupredoxin-like domain, Cupredoxins, Cupredoxin, -
G_127954_0_11_Staphylococcus_aureus	DNA/RNA polymerases, DNA/RNA polymerase superfamily
G_49494_0_3_Ligilactobacillus_salivarius	Nucleic acid-binding proteins, Nucleic acid-binding, OB-fold, lysS_bact: lysine--tRNA ligase, Lysine-tRNA ligase, class II, Lysyl-tRNA synthetase signature, Lysyl-tRNA synthetase, class II, C-terminal, LYSINE--TRNA LIGASE, -, tRNA synthetases class II (D, K and N), Aminoacyl-tRNA synthetase, class II (D/K/N), Bira Bifunctional Protein; Domain 2, Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL), OB-fold nucleic acid binding domain, OB-fold nucleic acid binding domain, AA-tRNA synthetase-type, Lysine--tRNA ligase [lysS]., Coil, Aminoacyl-transfer RNA synthetases class-II family profile., Aminoacyl-tRNA synthetase, class II, Class II aaRS and biotin synthetases, LYSYL-TRNA SYNTHETASE, LysRS_core, LysRS_N, Lysine-tRNA ligase, class II, N-terminal
G_48209_0_7_Lactobacillus_sp._UMNPBX2	Nucleic acid-binding proteins, Nucleic acid-binding, OB-fold, lysS_bact: lysine--tRNA ligase, Lysine-tRNA ligase, class II, Lysyl-tRNA synthetase signature, Lysyl-tRNA synthetase, class II, C-terminal, LYSINE--TRNA LIGASE, -, tRNA synthetases class II (D, K and N), Aminoacyl-tRNA synthetase, class II (D/K/N), Bira Bifunctional Protein; Domain 2, Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL), OB-fold nucleic acid binding domain, OB-fold nucleic acid binding domain, AA-tRNA synthetase-type, Lysine--tRNA ligase [lysS]., Coil, Aminoacyl-transfer RNA synthetases class-II family profile., Aminoacyl-tRNA synthetase, class II, Class II aaRS and biotin synthetases, LYSYL-TRNA SYNTHETASE, LysRS_core, LysRS_N, Lysine-tRNA ligase, class II, N-terminal
G_50057_0_23_Limosilactobacillus_reuteri	Carbamate_kin, Carbamate kinase, -, Acetylglutamate kinase-like superfamily, CARBAMATE KINASE, CARBAMATE KINASE-LIKE PROTEIN YAHI-RELATED, AAK_CK, arcC: carbamate kinase, Carbamate kinase-like, Amino acid kinase family, Aspartate/glutamate/uridylate kinase, Bacterial carbamate kinase signature
G_50051_0_15_Limosilactobacillus_reuteri	Carbamate_kin, Carbamate kinase, -, Acetylglutamate kinase-like superfamily, CARBAMATE KINASE, CARBAMATE KINASE-LIKE PROTEIN YAHI-RELATED, AAK_CK, arcC: carbamate kinase, Carbamate kinase-like, Amino acid kinase family, Aspartate/glutamate/uridylate kinase, Bacterial carbamate kinase signature
G_49794_1_19_Limosilactobacillus_reuteri	consensus disorder prediction, -, AAA, AAA_5, AAA+ ATPase domain, METALLOPROTEASE M41 FTSH, Coil, AAA+ lid domain, AAA ATPase, AAA+ lid domain, AAA-protein family signature., ATPase, AAA-type, conserved site, P-loop containing nucleoside triphosphate hydrolase, FtsH protease domain-like, Peptidase M41-like, Peptidase family M41, Peptidase M41, P-loop containing nucleoside triphosphate hydrolases, ATP-dependent zinc metalloprotease FtsH [ftsH]., Peptidase, FtsH, FtsH_fam: ATP-dependent metallopeptidase HflB, FtsH Extracellular, Peptidase M41, FtsH extracellular, ATPase family associated with various cellular activities (AAA), ATPase, AAA-type, core
G_49671_0_7_Limosilactobacillus_coleohominis	consensus disorder prediction, -, DNA/RNA polymerases, DNA/RNA polymerase superfamily
G_100627_0_28_Ruminococcus_sp._AF21-3	INTEGRAL MEMBRANE PROTEIN-RELATED, -, Type II secretion system (T2SS), protein F, Type II secretion system protein GspF domain
G_100623_0_34_Ruminococcus_sp._AF31-16BH	INTEGRAL MEMBRANE PROTEIN-RELATED, -, Type II secretion system (T2SS), protein F, Type II secretion system protein GspF domain
G_6812_0_27_Blautia_obeum	-, Allosteric substrate binding domain superfamily, ACT-like, ACT-like domain, Serine dehydratase beta chain, L-SERINE DEHYDRATASE, L-SERINE DEHYDRATASE, BETA CHAIN-RELATED, ACT_LSD, SDH_B, Iron-sulphur-dependent L-serine dehydratase beta subunit, ACT domain profile., ACT domain, sda_beta: L-serine dehydratase, iron-sulfur-dependent, beta subunit, Serine metabolism enzymes domain
G_6571_0_5_Blautia_obeum	MetI-like, MetI-like superfamily, Binding-protein-dependent transport system inner membrane component, ABC transporter type 1, transmembrane domain MetI-like, ABC transporter integral membrane type-1 domain profile., TM_PBP2, -, ABC TRANSPORTER PERMEASE PROTEIN MG189-RELATED-RELATED
G_49787_0_9_Limosilactobacillus_reuteri	consensus disorder prediction, -, Nucleotidyltransferases  domain 2, Gram-positive cocci surface proteins LPxTG motif profile., LPXTG cell wall anchor domain, Tropomyosin, Coil, Rib domain, LPXTG_anchor: LPXTG cell wall anchor domain
G_100623_0_54_Ruminococcus_sp._AF31-16BH	GalT_BS, Galactose-1-phosphate uridyl transferase, class II, Galactose-1-phosphate uridylyltransferase [galT]., Galactose-1-phosphate uridyl transferase, C-terminal domain, Galactose-1-phosphate uridyl transferase, C-terminal, Galactose-1-phosphate uridyl transferase, N-terminal domain, Galactose-1-phosphate uridyl transferase, N-terminal, GALACTOSE-1-PHOSPHATE URIDYLYLTRANSFERASE, Galactose-1-phosphate uridyl transferase family 2 signature., Galactose-1-phosphate uridyl transferase, class II, conserved site, galT_2: galactose-1-phosphate uridylyltransferase
G_49930_0_9_Limosilactobacillus_reuteri	IS66 Orf2 like protein, Transposase IS66, Orf2, -
G_49584_0_13_Limosilactobacillus_agrestis	-, Glycoside hydrolase family 3 C-terminal domain superfamily, BETA-GLUCOSIDASE, Glycosyl hydrolase family 3 signature, Glycoside hydrolase, family 3, N-terminal, Glycosyl hydrolase family 3 C-terminal domain, Glycoside hydrolase family 3 C-terminal domain, BETA-GLUCOSIDASE-RELATED, Beta-D-glucan exohydrolase, C-terminal domain, Glycosyl hydrolases family 3 active site., Glycoside hydrolase, family 3, active site, (Trans)glycosidases, Glycoside hydrolase superfamily, Fibronectin type III-like domain, Immunoglobulins, Immunoglobulin-like fold, Glycosyl hydrolase family 3 N terminal domain, Glycoside hydrolase, family 3, N-terminal domain superfamily, Fn3_like_2
G_6949_0_2_Butyricicoccus_sp._AM42-5AC	PD-(D/E)XK nuclease superfamily, PD-(D/E)XK nuclease superfamily 9, Predicted AAA-ATPase, AAA-ATPase-like domain, CONSERVED PROTEIN, WITH A WEAK D-GALACTARATE DEHYDRATASE/ALTRONATE HYDROLASE DOMAIN, -, P-loop containing nucleoside triphosphate hydrolases, P-loop containing nucleoside triphosphate hydrolase
G_6979_0_16_Butyricicoccus_sp._OM04-18BH	PD-(D/E)XK nuclease superfamily, PD-(D/E)XK nuclease superfamily 9, Predicted AAA-ATPase, AAA-ATPase-like domain, CONSERVED PROTEIN, WITH A WEAK D-GALACTARATE DEHYDRATASE/ALTRONATE HYDROLASE DOMAIN, -, P-loop containing nucleoside triphosphate hydrolases, P-loop containing nucleoside triphosphate hydrolase
G_50111_0_4_Limosilactobacillus_reuteri	Schlafen, AAA domain, Schlafen, AlbA_2 domain superfamily, Putative DNA-binding domain, Schlafen, AlbA_2 domain
G_97256_0_7_Loigolactobacillus_backii	ACT-like, ACT-like domain, ACT_AKiii-YclM-BS_1, -, ASPARTATE KINASE, Aspartokinase signature., Aspartate kinase, conserved site, Aspartokinase, catalytic domain, Aspartokinase/Bifunctional aspartokinase/homoserine dehydrogenase, catalytic domain, asp_kinases: aspartate kinase, Aspartate kinase, Asp_kin, Aspartate kinase, monofunctional class, Carbamate kinase-like, Acetylglutamate kinase-like superfamily, ASPARTOKINASE, Amino acid kinase family, Aspartate/glutamate/uridylate kinase, AAK_AKiii-YclM-BS, Aspartokinase 3, N-terminal
G_100623_0_9_Ruminococcus_sp._AF31-16BH	-, P-loop containing nucleoside triphosphate hydrolase
G_136566_0_4_Staphylococcus_warneri	consensus disorder prediction, -, Relaxase/Mobilisation nuclease domain, Endonuclease relaxase, MobA/VirD2, Coil
G_132877_0_10_Staphylococcus_hominis	DNA/RNA polymerases, DNA/RNA polymerase superfamily
G_49938_0_33_Limosilactobacillus_reuteri	-, Winged helix-like DNA-binding domain superfamily, Putative DNA-binding domain, Putative DNA-binding domain superfamily
G_49782_0_1_Limosilactobacillus_reuteri	-, Integrase/recombinase, N-terminal, INT_ICEBs1_C_like, Phage integrase, N-terminal SAM-like domain, Integrase, SAM-like, N-terminal, PROPHAGE INTEGRASE, Phage integrase family, Integrase, catalytic domain, Intergrase catalytic core, Integrase-like, catalytic domain superfamily, DNA breaking-rejoining enzymes, DNA breaking-rejoining enzyme, catalytic core, Tyrosine recombinase domain profile.
G_49819_0_1_Limosilactobacillus_reuteri	-, Integrase/recombinase, N-terminal, INT_ICEBs1_C_like, Phage integrase, N-terminal SAM-like domain, Integrase, SAM-like, N-terminal, PROPHAGE INTEGRASE, Phage integrase family, Integrase, catalytic domain, Intergrase catalytic core, Integrase-like, catalytic domain superfamily, DNA breaking-rejoining enzymes, DNA breaking-rejoining enzyme, catalytic core, Tyrosine recombinase domain profile.
G_50090_1_1_Limosilactobacillus_reuteri	zinc-finger of transposase IS204/IS1001/IS1096/IS1165, Transposase IS204/IS1001/IS1096/IS1165, zinc-finger, TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557, -
G_21819_0_2_Clostridium_sp._SY8519	consensus disorder prediction, -
G_49852_1_18_Limosilactobacillus_reuteri	Coil, -
G_100623_0_32_Ruminococcus_sp._AF31-16BH	DNA/RNA polymerases, DNA/RNA polymerase superfamily, DNA polymerase type B, organellar and viral, DNA-directed DNA polymerase, family B, mitochondria/virus
G_100627_0_30_Ruminococcus_sp._AF21-3	DNA/RNA polymerases, DNA/RNA polymerase superfamily, DNA polymerase type B, organellar and viral, DNA-directed DNA polymerase, family B, mitochondria/virus
G_49852_0_38_Limosilactobacillus_reuteri	Coil, -, consensus disorder prediction, Transposase C of IS166 homeodomain, Transposase TnpC, homeodomain
G_128856_0_1_Staphylococcus_epidermidis	Coil, -, Enoyl-(Acyl carrier protein) reductase, Glucose/ribitol dehydrogenase family signature, Short-chain dehydrogenase/reductase SDR, Enoyl-ACP_rdct, Enoyl-[acyl-carrier-protein] reductase (NADH), ENR_SDR, NAD(P)-binding Rossmann-fold domains, NAD(P)-binding domain superfamily, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE [NADH], CHLOROPLASTIC, Enoyl acyl carrier protein reductase, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE
G_128814_0_11_Staphylococcus_epidermidis	Coil, -, Enoyl-(Acyl carrier protein) reductase, Glucose/ribitol dehydrogenase family signature, Short-chain dehydrogenase/reductase SDR, Enoyl-ACP_rdct, Enoyl-[acyl-carrier-protein] reductase (NADH), ENR_SDR, NAD(P)-binding Rossmann-fold domains, NAD(P)-binding domain superfamily, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE [NADH], CHLOROPLASTIC, Enoyl acyl carrier protein reductase, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE
G_128849_0_2_Staphylococcus_epidermidis	Coil, -, Enoyl-(Acyl carrier protein) reductase, Glucose/ribitol dehydrogenase family signature, Short-chain dehydrogenase/reductase SDR, Enoyl-ACP_rdct, Enoyl-[acyl-carrier-protein] reductase (NADH), ENR_SDR, NAD(P)-binding Rossmann-fold domains, NAD(P)-binding domain superfamily, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE [NADH], CHLOROPLASTIC, Enoyl acyl carrier protein reductase, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE
G_128732_0_1_Staphylococcus_epidermidis	Coil, -, Enoyl-(Acyl carrier protein) reductase, Glucose/ribitol dehydrogenase family signature, Short-chain dehydrogenase/reductase SDR, Enoyl-ACP_rdct, Enoyl-[acyl-carrier-protein] reductase (NADH), ENR_SDR, NAD(P)-binding Rossmann-fold domains, NAD(P)-binding domain superfamily, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE [NADH], CHLOROPLASTIC, Enoyl acyl carrier protein reductase, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE
G_128858_0_10_Staphylococcus_epidermidis	Coil, -, Enoyl-(Acyl carrier protein) reductase, Glucose/ribitol dehydrogenase family signature, Short-chain dehydrogenase/reductase SDR, Enoyl-ACP_rdct, Enoyl-[acyl-carrier-protein] reductase (NADH), ENR_SDR, NAD(P)-binding Rossmann-fold domains, NAD(P)-binding domain superfamily, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE [NADH], CHLOROPLASTIC, Enoyl acyl carrier protein reductase, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE
G_128837_0_10_Staphylococcus_epidermidis	Coil, -, Enoyl-(Acyl carrier protein) reductase, Glucose/ribitol dehydrogenase family signature, Short-chain dehydrogenase/reductase SDR, Enoyl-ACP_rdct, Enoyl-[acyl-carrier-protein] reductase (NADH), ENR_SDR, NAD(P)-binding Rossmann-fold domains, NAD(P)-binding domain superfamily, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE [NADH], CHLOROPLASTIC, Enoyl acyl carrier protein reductase, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE
G_128855_0_10_Staphylococcus_epidermidis	Coil, -, Enoyl-(Acyl carrier protein) reductase, Glucose/ribitol dehydrogenase family signature, Short-chain dehydrogenase/reductase SDR, Enoyl-ACP_rdct, Enoyl-[acyl-carrier-protein] reductase (NADH), ENR_SDR, NAD(P)-binding Rossmann-fold domains, NAD(P)-binding domain superfamily, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE [NADH], CHLOROPLASTIC, Enoyl acyl carrier protein reductase, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE
G_128888_0_1_Staphylococcus_epidermidis	Coil, -, Enoyl-(Acyl carrier protein) reductase, Glucose/ribitol dehydrogenase family signature, Short-chain dehydrogenase/reductase SDR, Enoyl-ACP_rdct, Enoyl-[acyl-carrier-protein] reductase (NADH), ENR_SDR, NAD(P)-binding Rossmann-fold domains, NAD(P)-binding domain superfamily, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE [NADH], CHLOROPLASTIC, Enoyl acyl carrier protein reductase, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE
G_128746_0_2_Staphylococcus_epidermidis	Coil, -, Enoyl-(Acyl carrier protein) reductase, Glucose/ribitol dehydrogenase family signature, Short-chain dehydrogenase/reductase SDR, Enoyl-ACP_rdct, Enoyl-[acyl-carrier-protein] reductase (NADH), ENR_SDR, NAD(P)-binding Rossmann-fold domains, NAD(P)-binding domain superfamily, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE [NADH], CHLOROPLASTIC, Enoyl acyl carrier protein reductase, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE
G_128803_0_11_Staphylococcus_epidermidis	Coil, -, Enoyl-(Acyl carrier protein) reductase, Glucose/ribitol dehydrogenase family signature, Short-chain dehydrogenase/reductase SDR, Enoyl-ACP_rdct, Enoyl-[acyl-carrier-protein] reductase (NADH), ENR_SDR, NAD(P)-binding Rossmann-fold domains, NAD(P)-binding domain superfamily, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE [NADH], CHLOROPLASTIC, Enoyl acyl carrier protein reductase, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE
G_128899_0_10_Staphylococcus_epidermidis	Coil, -, Enoyl-(Acyl carrier protein) reductase, Glucose/ribitol dehydrogenase family signature, Short-chain dehydrogenase/reductase SDR, Enoyl-ACP_rdct, Enoyl-[acyl-carrier-protein] reductase (NADH), ENR_SDR, NAD(P)-binding Rossmann-fold domains, NAD(P)-binding domain superfamily, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE [NADH], CHLOROPLASTIC, Enoyl acyl carrier protein reductase, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE
G_128949_0_1_Staphylococcus_epidermidis	Coil, -, Enoyl-(Acyl carrier protein) reductase, Glucose/ribitol dehydrogenase family signature, Short-chain dehydrogenase/reductase SDR, Enoyl-ACP_rdct, Enoyl-[acyl-carrier-protein] reductase (NADH), ENR_SDR, NAD(P)-binding Rossmann-fold domains, NAD(P)-binding domain superfamily, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE [NADH], CHLOROPLASTIC, Enoyl acyl carrier protein reductase, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE
G_128910_0_1_Staphylococcus_epidermidis	Coil, -, Enoyl-(Acyl carrier protein) reductase, Glucose/ribitol dehydrogenase family signature, Short-chain dehydrogenase/reductase SDR, Enoyl-ACP_rdct, Enoyl-[acyl-carrier-protein] reductase (NADH), ENR_SDR, NAD(P)-binding Rossmann-fold domains, NAD(P)-binding domain superfamily, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE [NADH], CHLOROPLASTIC, Enoyl acyl carrier protein reductase, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE
G_128877_0_2_Staphylococcus_epidermidis	Coil, -, Enoyl-(Acyl carrier protein) reductase, Glucose/ribitol dehydrogenase family signature, Short-chain dehydrogenase/reductase SDR, Enoyl-ACP_rdct, Enoyl-[acyl-carrier-protein] reductase (NADH), ENR_SDR, NAD(P)-binding Rossmann-fold domains, NAD(P)-binding domain superfamily, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE [NADH], CHLOROPLASTIC, Enoyl acyl carrier protein reductase, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE
G_128803_0_1_Staphylococcus_epidermidis	Coil, -, Enoyl-(Acyl carrier protein) reductase, Glucose/ribitol dehydrogenase family signature, Short-chain dehydrogenase/reductase SDR, Enoyl-ACP_rdct, Enoyl-[acyl-carrier-protein] reductase (NADH), ENR_SDR, NAD(P)-binding Rossmann-fold domains, NAD(P)-binding domain superfamily, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE [NADH], CHLOROPLASTIC, Enoyl acyl carrier protein reductase, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE
G_128900_0_1_Staphylococcus_epidermidis	Coil, -, Enoyl-(Acyl carrier protein) reductase, Glucose/ribitol dehydrogenase family signature, Short-chain dehydrogenase/reductase SDR, Enoyl-ACP_rdct, Enoyl-[acyl-carrier-protein] reductase (NADH), ENR_SDR, NAD(P)-binding Rossmann-fold domains, NAD(P)-binding domain superfamily, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE [NADH], CHLOROPLASTIC, Enoyl acyl carrier protein reductase, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE
G_128944_0_1_Staphylococcus_epidermidis	Coil, -, Enoyl-(Acyl carrier protein) reductase, Glucose/ribitol dehydrogenase family signature, Short-chain dehydrogenase/reductase SDR, Enoyl-ACP_rdct, Enoyl-[acyl-carrier-protein] reductase (NADH), ENR_SDR, NAD(P)-binding Rossmann-fold domains, NAD(P)-binding domain superfamily, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE [NADH], CHLOROPLASTIC, Enoyl acyl carrier protein reductase, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE
G_128774_0_2_Staphylococcus_epidermidis	Coil, -, Enoyl-(Acyl carrier protein) reductase, Glucose/ribitol dehydrogenase family signature, Short-chain dehydrogenase/reductase SDR, Enoyl-ACP_rdct, Enoyl-[acyl-carrier-protein] reductase (NADH), ENR_SDR, NAD(P)-binding Rossmann-fold domains, NAD(P)-binding domain superfamily, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE [NADH], CHLOROPLASTIC, Enoyl acyl carrier protein reductase, ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE
G_132420_0_5_Staphylococcus_haemolyticus	DEOXYADENOSINE KINASE, -, DNK, Deoxynucleoside kinase, P-loop containing nucleoside triphosphate hydrolase, P-loop containing nucleoside triphosphate hydrolases, Deoxynucleoside kinase domain, DEOXYNUCLEOSIDE KINASE, dNK
G_100623_0_11_Ruminococcus_sp._AF31-16BH	Recombinase, DNA-binding recombinase domain, -, Resolvase-like, N-terminal catalytic domain superfamily, DNA RECOMBINASE-RELATED, DNA-binding recombinase domain profile., Resolvase-like, resolvase_6, Resolvase, N-terminal catalytic domain, Resolvase/invertase-type recombinase catalytic domain profile., Ser_Recombinase, Putative Large Serine Recombinase; Chain B, Domain 2, DNA-binding recombinase domain superfamily, DNA-INVERTASE FROM LAMBDOID PROPHAGE, Resolvase, N terminal domain
G_100627_0_22_Ruminococcus_sp._AF21-3	TadE-like protein, TadE-like
G_130008_0_2_Staphylococcus_epidermidis	consensus disorder prediction, -, Coil
G_129887_0_8_Staphylococcus_epidermidis	consensus disorder prediction, -, Coil
G_130034_0_8_Staphylococcus_epidermidis	consensus disorder prediction, -, Coil
G_130009_0_2_Staphylococcus_epidermidis	consensus disorder prediction, -, Coil
G_130017_0_8_Staphylococcus_epidermidis	consensus disorder prediction, -, Coil
G_130068_0_7_Staphylococcus_epidermidis	consensus disorder prediction, -, Coil
G_130175_0_2_Staphylococcus_epidermidis	consensus disorder prediction, -, Coil
G_129890_0_2_Staphylococcus_epidermidis	consensus disorder prediction, -, Coil
G_130023_0_1_Staphylococcus_epidermidis	consensus disorder prediction, -, Coil
G_130074_0_1_Staphylococcus_epidermidis	consensus disorder prediction, -, Coil
G_130039_0_2_Staphylococcus_epidermidis	consensus disorder prediction, -, Coil
G_130191_0_2_Staphylococcus_epidermidis	consensus disorder prediction, -, Coil
G_129883_0_1_Staphylococcus_epidermidis	consensus disorder prediction, -, Coil
G_130030_0_1_Staphylococcus_epidermidis	consensus disorder prediction, -, Coil
G_129819_0_2_Staphylococcus_epidermidis	consensus disorder prediction, -, Coil
G_129836_0_2_Staphylococcus_epidermidis	consensus disorder prediction, -, Coil
G_129881_0_2_Staphylococcus_epidermidis	consensus disorder prediction, -, Coil
G_129871_0_1_Staphylococcus_epidermidis	consensus disorder prediction, -, Coil
G_129914_0_1_Staphylococcus_epidermidis	consensus disorder prediction, -, Coil
G_129889_0_1_Staphylococcus_epidermidis	consensus disorder prediction, -, Coil
G_129972_0_2_Staphylococcus_epidermidis	consensus disorder prediction, -, Coil
G_130015_0_2_Staphylococcus_epidermidis	consensus disorder prediction, -, Coil
G_129848_0_2_Staphylococcus_epidermidis	consensus disorder prediction, -, Coil
G_130249_0_2_Staphylococcus_epidermidis	consensus disorder prediction, -, Coil
G_49892_0_1_Limosilactobacillus_reuteri	consensus disorder prediction, -, Coil
G_49908_0_12_Limosilactobacillus_reuteri	consensus disorder prediction, -, Coil
G_131247_0_1_Staphylococcus_epidermidis	consensus disorder prediction, -, Coil
G_6756_0_29_Blautia_sp._OM07-19	-, ABC_MetN_methionine_transporter, Methionine import ATP-binding protein MetN, ATP-binding domain, NIL domain, P-loop containing nucleoside triphosphate hydrolase, ABC transporter, ABC transporter-like, ATP-binding domain, ACT-like, ACT-like domain, AMINO ACID IMPORT ATP-BINDING PROTEIN, METHIONINE IMPORT ATP-BINDING PROTEIN METN, Methionine import ATP-binding protein MetN, ABC transporters family signature., ABC transporter-like, conserved site, AAA_5, AAA+ ATPase domain, NIL_2, ATP-binding cassette, ABC transporter-type domain profile., P-loop containing nucleoside triphosphate hydrolases
G_49671_0_17_Limosilactobacillus_coleohominis	Permease family, Nucleobase cation symporter 2 family, PURINE PERMEASE C1399.01C-RELATED, -
G_136566_0_7_Staphylococcus_warneri	DNA/RNA polymerases, DNA/RNA polymerase superfamily
G_100718_0_69_Ruminococcus_sp._OM05-10BH	Domain of unknown function (DUF4314), Domain of unknown function DUF4314
G_6571_0_25_Blautia_obeum	DNA/RNA polymerases, DNA/RNA polymerase superfamily
G_49661_0_17_Ligilactobacillus_salivarius	Coil, -
G_136534_0_4_Staphylococcus_warneri	consensus disorder prediction, -, Coil
G_136526_0_6_Staphylococcus_warneri	consensus disorder prediction, -, Coil
G_136514_0_4_Staphylococcus_warneri	consensus disorder prediction, -, Coil
G_6571_0_27_Blautia_obeum	uncharacterized protein from magnetospirillum magneticum domain, BrxA superfamily, Putative inner membrane protein (DUF1819), BrxA
NC_004566_7_Limosilactobacillus_fermentum	consensus disorder prediction, -
G_49584_0_24_Limosilactobacillus_agrestis	MALATE-2H(+)/NA(+)-LACTATE ANTIPORTER, -, NA(+)/H(+) ANTIPORTER NHAC, Na+/H+ antiporter family, Na+/H+ antiporter, NhaC-like, C-terminal
G_49661_0_26_Ligilactobacillus_salivarius	consensus disorder prediction, -
G_132557_0_14_Staphylococcus_haemolyticus	consensus disorder prediction, -, Asp23 family, cell envelope-related function, Alkaline shock protein Asp23, Coil, ALKALINE SHOCK PROTEIN 23, HYPOTHETICAL CYTOSOLIC PROTEIN-RELATED
G_50017_0_8_Limosilactobacillus_reuteri	-, SERINE RECOMBINASE PINE-RELATED, resolvase_6, Resolvase, N-terminal catalytic domain, Coil, DNA-INVERTASE FROM LAMBDOID PROPHAGE, Site-specific recombinases active site., Recombinase, conserved site, Resolvase/invertase-type recombinase catalytic domain profile., Resolvase, N terminal domain, Resolvase-like, Resolvase-like, N-terminal catalytic domain superfamily, consensus disorder prediction, Helix-turn-helix domain of resolvase, Resolvase, HTH domain, SR_ResInv
G_129883_0_2_Staphylococcus_epidermidis	-, Coil, resolvase_6, Resolvase, N-terminal catalytic domain, Resolvase/invertase-type recombinase catalytic domain profile., Site-specific recombinases active site., Recombinase, conserved site, Resolvase-like, N-terminal catalytic domain superfamily, Resolvase-like, Site-specific recombinases signature 2., Resolvase, N terminal domain, SERINE RECOMBINASE PINE-RELATED, SR_ResInv, DNA-INVERTASE FROM LAMBDOID PROPHAGE
