query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
G_6710_0_3_Blautia_obeum	97139.C824_03539	1.39e-33	117.0	COG3655@1|root,COG3655@2|Bacteria,1VI2R@1239|Firmicutes,25D59@186801|Clostridia,36Q1T@31979|Clostridiaceae	186801|Clostridia	K	Cro/C1-type HTH DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_26
G_6710_0_6_Blautia_obeum	411490.ANACAC_03454	9.83e-21	84.0	COG1598@1|root,COG1598@2|Bacteria,1VID1@1239|Firmicutes,24RJ8@186801|Clostridia	186801|Clostridia	S	HicB_like antitoxin of bacterial toxin-antitoxin system	-	-	-	-	-	-	-	-	-	-	-	-	HicB_lk_antitox
G_6710_0_7_Blautia_obeum	913865.DOT_4321	2.53e-12	64.3	COG1598@1|root,COG1598@2|Bacteria,1VAII@1239|Firmicutes,24I04@186801|Clostridia,262BS@186807|Peptococcaceae	186801|Clostridia	S	HicB family	-	-	-	ko:K18843	-	-	-	-	ko00000,ko02048	-	-	-	HicB,HicB_lk_antitox
G_6710_0_8_Blautia_obeum	411467.BACCAP_01084	1.35e-77	239.0	COG1961@1|root,COG1961@2|Bacteria,1TQAX@1239|Firmicutes,24B05@186801|Clostridia,268HG@186813|unclassified Clostridiales	186801|Clostridia	L	Resolvase, N terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	Resolvase
G_6710_0_9_Blautia_obeum	742735.HMPREF9467_00141	2.9e-12	63.5	COG4226@1|root,COG4226@2|Bacteria,1VD64@1239|Firmicutes,25DSF@186801|Clostridia	186801|Clostridia	S	HicB family	-	-	-	-	-	-	-	-	-	-	-	-	HicB
G_6710_0_17_Blautia_obeum	411461.DORFOR_02025	5.22e-81	258.0	COG1896@1|root,COG1896@2|Bacteria,1V7E8@1239|Firmicutes,24DNC@186801|Clostridia,27W3P@189330|Dorea	186801|Clostridia	S	Psort location Cytoplasmic, score 8.87	-	-	-	ko:K06952	-	-	-	-	ko00000	-	-	-	DUF429,HD_3
G_6710_0_18_Blautia_obeum	1232447.BAHW02000015_gene1103	2.4e-88	272.0	COG3613@1|root,COG3613@2|Bacteria,1VKAC@1239|Firmicutes,24STX@186801|Clostridia	186801|Clostridia	F	nucleoside 2-deoxyribosyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	-
G_6710_0_19_Blautia_obeum	657322.FPR_01850	0.0	1258.0	COG4930@1|root,COG4930@2|Bacteria,1TRIB@1239|Firmicutes,2495B@186801|Clostridia,3WGPP@541000|Ruminococcaceae	186801|Clostridia	O	Putative ATP-dependent Lon protease	-	-	3.4.21.53	ko:K01338	ko04112,map04112	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Lon_2,Lon_C
G_6710_0_20_Blautia_obeum	1235798.C817_00096	0.0	1625.0	COG1524@1|root,COG1524@2|Bacteria,1TP12@1239|Firmicutes,24866@186801|Clostridia	186801|Clostridia	S	TIGR02687 family	-	-	-	-	-	-	-	-	-	-	-	-	PglZ
G_6710_0_21_Blautia_obeum	1235798.C817_00095	1.49e-292	806.0	COG2865@1|root,COG2865@2|Bacteria,1TRTZ@1239|Firmicutes,25CHW@186801|Clostridia,27W54@189330|Dorea	186801|Clostridia	K	Putative ATP-dependent DNA helicase recG C-terminal	-	-	-	-	-	-	-	-	-	-	-	-	AlbA_2,HATPase_c_4,HTH_11,HTH_24
G_6710_0_22_Blautia_obeum	1256908.HMPREF0373_03385	6.62e-125	362.0	28JD9@1|root,2Z97N@2|Bacteria,1TS4B@1239|Firmicutes,249S9@186801|Clostridia,25Z10@186806|Eubacteriaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_6710_0_23_Blautia_obeum	1256908.HMPREF0373_03384	3.26e-90	266.0	29IYD@1|root,305VU@2|Bacteria,1V5ER@1239|Firmicutes,24I5A@186801|Clostridia,25YXP@186806|Eubacteriaceae	186801|Clostridia	S	Psort location Cytoplasmic, score 7.50	-	-	-	-	-	-	-	-	-	-	-	-	-
G_6710_0_24_Blautia_obeum	1235798.C817_00093	0.0	1514.0	COG0286@1|root,COG1002@1|root,COG0286@2|Bacteria,COG1002@2|Bacteria,1TQ39@1239|Firmicutes,24877@186801|Clostridia	186801|Clostridia	V	restriction	-	-	-	-	-	-	-	-	-	-	-	-	Eco57I,N6_Mtase
G_6710_0_25_Blautia_obeum	1121914.AUDW01000026_gene1159	4.4e-165	481.0	COG1262@1|root,COG1262@2|Bacteria,1UYYU@1239|Firmicutes,4ITBE@91061|Bacilli	91061|Bacilli	S	SEFIR domain	-	-	-	-	-	-	-	-	-	-	-	-	SEFIR
G_6710_0_26_Blautia_obeum	1235798.C817_00090	0.0	2163.0	COG1293@1|root,COG1293@2|Bacteria,1TR5Q@1239|Firmicutes,249PG@186801|Clostridia	186801|Clostridia	K	RNA-binding protein homologous to eukaryotic snRNP	-	-	-	-	-	-	-	-	-	-	-	-	-
G_6710_0_27_Blautia_obeum	1235798.C817_00089	1.49e-115	333.0	28KCG@1|root,2Z9ZE@2|Bacteria,1V34T@1239|Firmicutes,248F6@186801|Clostridia	186801|Clostridia	S	Domain of unknown function (DUF1788)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1788
G_6710_0_28_Blautia_obeum	1235792.C808_03341	3.06e-134	381.0	28M7Q@1|root,2ZAM1@2|Bacteria,1UYX7@1239|Firmicutes,24GTN@186801|Clostridia,27MGQ@186928|unclassified Lachnospiraceae	186801|Clostridia	S	Putative inner membrane protein (DUF1819)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1819
G_6710_0_29_Blautia_obeum	483218.BACPEC_02689	1.67e-35	121.0	COG3655@1|root,COG3655@2|Bacteria,1UVRQ@1239|Firmicutes,25M4P@186801|Clostridia,26BWI@186813|unclassified Clostridiales	186801|Clostridia	K	Cro/C1-type HTH DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_26
G_6710_0_34_Blautia_obeum	411459.RUMOBE_03529	7.15e-267	735.0	COG0582@1|root,COG0582@2|Bacteria,1UP0W@1239|Firmicutes,24FNC@186801|Clostridia,3Y2BK@572511|Blautia	186801|Clostridia	L	Belongs to the 'phage' integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Phage_integrase
G_6710_0_35_Blautia_obeum	411459.RUMOBE_03541	4.14e-154	433.0	COG1760@1|root,COG1760@2|Bacteria,1U8TZ@1239|Firmicutes,24AEE@186801|Clostridia,3XZ6R@572511|Blautia	186801|Clostridia	E	Psort location Cytoplasmic, score 8.87	sdaAB	-	4.3.1.17	ko:K01752	ko00260,ko00270,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00270,map01100,map01110,map01130,map01200,map01230	-	R00220,R00590	RC00331,RC02600	ko00000,ko00001,ko01000	-	-	-	ACT,SDH_beta
G_6710_0_36_Blautia_obeum	411459.RUMOBE_03543	1.56e-199	553.0	COG1760@1|root,COG1760@2|Bacteria,1TP79@1239|Firmicutes,2480J@186801|Clostridia,3XYU6@572511|Blautia	186801|Clostridia	E	L-serine dehydratase, iron-sulfur-dependent, alpha subunit	sdaAA	-	4.3.1.17	ko:K01752	ko00260,ko00270,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00270,map01100,map01110,map01130,map01200,map01230	-	R00220,R00590	RC00331,RC02600	ko00000,ko00001,ko01000	-	-	-	SDH_alpha
G_6710_0_37_Blautia_obeum	411459.RUMOBE_03544	2.27e-287	786.0	COG0577@1|root,COG0577@2|Bacteria,1TPUU@1239|Firmicutes,2483J@186801|Clostridia,3XZ8E@572511|Blautia	186801|Clostridia	V	Psort location CytoplasmicMembrane, score 9.99	macB2	-	-	ko:K02004	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	FtsX,MacB_PCD
G_6710_0_38_Blautia_obeum	411459.RUMOBE_03545	0.0	989.0	COG0845@1|root,COG0845@2|Bacteria,1UZA4@1239|Firmicutes,24BV0@186801|Clostridia,3XZ43@572511|Blautia	186801|Clostridia	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	-	-	-	ko:K02005	-	-	-	-	ko00000	-	-	-	Biotin_lipoyl_2,HlyD_3,HlyD_D23
G_6710_0_39_Blautia_obeum	411459.RUMOBE_03546	1.67e-163	458.0	COG1136@1|root,COG1136@2|Bacteria,1TPBJ@1239|Firmicutes,248EZ@186801|Clostridia,3XYST@572511|Blautia	186801|Clostridia	V	Psort location CytoplasmicMembrane, score 9.49	macB	-	-	ko:K02003	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
G_6710_0_40_Blautia_obeum	411459.RUMOBE_03547	0.0	900.0	COG1362@1|root,COG1362@2|Bacteria,1TP6G@1239|Firmicutes,2486Y@186801|Clostridia,3XZF0@572511|Blautia	186801|Clostridia	E	Psort location Cytoplasmic, score 8.87	apeA	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M18
G_6710_0_41_Blautia_obeum	411459.RUMOBE_03549	0.0	1125.0	COG3044@1|root,COG3044@2|Bacteria,1TPJ9@1239|Firmicutes,248G5@186801|Clostridia,3XYQT@572511|Blautia	186801|Clostridia	S	Psort location Cytoplasmic, score 8.87	-	-	-	-	-	-	-	-	-	-	-	-	ABC_ATPase
G_6710_0_42_Blautia_obeum	411459.RUMOBE_03550	1.41e-135	386.0	COG2011@1|root,COG2011@2|Bacteria,1TRSY@1239|Firmicutes,24AZ9@186801|Clostridia,3XYKJ@572511|Blautia	186801|Clostridia	P	COG COG2011 ABC-type metal ion transport system, permease component	metI	-	-	ko:K02072	ko02010,map02010	M00238	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.24	-	-	BPD_transp_1
G_6710_0_43_Blautia_obeum	411459.RUMOBE_03551	2.58e-230	635.0	COG1135@1|root,COG1135@2|Bacteria,1TPPN@1239|Firmicutes,248PZ@186801|Clostridia,3XZSW@572511|Blautia	186801|Clostridia	P	Part of the ABC transporter complex MetNIQ involved in methionine import. Responsible for energy coupling to the transport system	metN	-	-	ko:K02071	ko02010,map02010	M00238	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.24	-	-	ABC_tran,NIL
G_6710_0_44_Blautia_obeum	411459.RUMOBE_03552	8.44e-192	535.0	COG1464@1|root,COG1464@2|Bacteria,1TQAS@1239|Firmicutes,247WV@186801|Clostridia,3XZED@572511|Blautia	186801|Clostridia	M	COG COG1464 ABC-type metal ion transport system, periplasmic component surface antigen	metQ	-	-	ko:K02073	ko02010,map02010	M00238	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.24	-	-	Lipoprotein_9
G_6710_0_46_Blautia_obeum	411459.RUMOBE_03554	2.86e-276	754.0	COG0482@1|root,COG0482@2|Bacteria,1TPIZ@1239|Firmicutes,247YV@186801|Clostridia,3XZBE@572511|Blautia	186801|Clostridia	J	Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34	trmU	-	2.8.1.13	ko:K00566	ko04122,map04122	-	R08700	RC02313,RC02315	ko00000,ko00001,ko01000,ko03016	-	-	-	tRNA_Me_trans
G_6710_0_47_Blautia_obeum	411459.RUMOBE_03555	0.0	1686.0	COG3459@1|root,COG3459@2|Bacteria,1TQY8@1239|Firmicutes,248YP@186801|Clostridia,3Y0G0@572511|Blautia	186801|Clostridia	G	Putative carbohydrate binding domain	-	-	2.4.1.20	ko:K00702	ko00500,ko01100,map00500,map01100	-	R00952	RC00049	ko00000,ko00001,ko01000	-	GT36	-	Glyco_hydro_36,Glyco_transf_36
G_6710_0_48_Blautia_obeum	411459.RUMOBE_03557	7.58e-241	662.0	COG1609@1|root,COG1609@2|Bacteria,1TRFH@1239|Firmicutes,24A4M@186801|Clostridia,3Y0YZ@572511|Blautia	186801|Clostridia	K	helix_turn _helix lactose operon repressor	-	-	-	ko:K02529,ko:K03604	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_3
G_6710_0_49_Blautia_obeum	411459.RUMOBE_03558	0.0	904.0	COG1653@1|root,COG1653@2|Bacteria,1TRPJ@1239|Firmicutes,24872@186801|Clostridia,3Y0CH@572511|Blautia	186801|Clostridia	G	ABC-type sugar transport system periplasmic component	-	-	-	-	-	-	-	-	-	-	-	-	SBP_bac_1,SBP_bac_8
G_6710_0_50_Blautia_obeum	411459.RUMOBE_03559	1.31e-216	598.0	COG1175@1|root,COG1175@2|Bacteria,1TS63@1239|Firmicutes,2489M@186801|Clostridia,3Y17Y@572511|Blautia	186801|Clostridia	P	Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K02025	-	M00207	-	-	ko00000,ko00002,ko02000	3.A.1.1	-	-	BPD_transp_1
G_6710_0_51_Blautia_obeum	411459.RUMOBE_03560	2.51e-201	558.0	COG0395@1|root,COG0395@2|Bacteria,1TS0R@1239|Firmicutes,248UX@186801|Clostridia,3Y023@572511|Blautia	186801|Clostridia	P	Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K02026	-	M00207	-	-	ko00000,ko00002,ko02000	3.A.1.1	-	-	BPD_transp_1
G_6710_0_52_Blautia_obeum	411459.RUMOBE_03561	3.36e-248	681.0	COG0535@1|root,COG0535@2|Bacteria,1UZQ5@1239|Firmicutes,24AC1@186801|Clostridia	186801|Clostridia	S	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	-
G_6710_0_53_Blautia_obeum	411459.RUMOBE_03562	6.51e-120	342.0	COG1309@1|root,COG1309@2|Bacteria,1V5RP@1239|Firmicutes,24I1Z@186801|Clostridia,3Y0RU@572511|Blautia	186801|Clostridia	K	Transcriptional regulator C-terminal region	-	-	-	-	-	-	-	-	-	-	-	-	TetR_C_8,TetR_N
G_6710_0_54_Blautia_obeum	411459.RUMOBE_03563	0.0	1088.0	COG1775@1|root,COG1924@1|root,COG1775@2|Bacteria,COG1924@2|Bacteria,1TQSD@1239|Firmicutes,2481W@186801|Clostridia,3Y04S@572511|Blautia	186801|Clostridia	I	BadF/BadG/BcrA/BcrD ATPase family	hgdC_1	-	-	-	-	-	-	-	-	-	-	-	BcrAD_BadFG,HGD-D
G_6710_0_55_Blautia_obeum	411459.RUMOBE_03564	7.88e-281	768.0	COG1775@1|root,COG1775@2|Bacteria,1TS7H@1239|Firmicutes,2493U@186801|Clostridia,3Y0V9@572511|Blautia	186801|Clostridia	E	2-hydroxyglutaryl-CoA dehydratase, D-component	-	-	-	-	-	-	-	-	-	-	-	-	HGD-D
G_128724_0_1_Staphylococcus_epidermidis	1194526.A284_09350	7.68e-24	92.8	29H7I@1|root,30453@2|Bacteria,1TW1P@1239|Firmicutes,4I4R1@91061|Bacilli,4H05T@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_128724_0_3_Staphylococcus_epidermidis	1201292.DR75_2486	9.08e-42	147.0	COG1961@1|root,COG1961@2|Bacteria,1UY4S@1239|Firmicutes,4HD5D@91061|Bacilli,4B380@81852|Enterococcaceae	91061|Bacilli	L	Resolvase, N terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_7,Resolvase
G_128724_0_10_Staphylococcus_epidermidis	279808.SH1947	3.8e-176	491.0	COG0623@1|root,COG0623@2|Bacteria,1TPVD@1239|Firmicutes,4H9YN@91061|Bacilli,4GXNK@90964|Staphylococcaceae	91061|Bacilli	I	Enoyl- acyl-carrier-protein reductase	fabI	GO:0000166,GO:0003674,GO:0003824,GO:0004312,GO:0004318,GO:0005488,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006950,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009266,GO:0009409,GO:0009628,GO:0009987,GO:0016043,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0022607,GO:0030497,GO:0032787,GO:0033554,GO:0036094,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046394,GO:0048037,GO:0050661,GO:0050662,GO:0050896,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051716,GO:0055114,GO:0065003,GO:0070417,GO:0071704,GO:0071840,GO:0072330,GO:0097159,GO:1901265,GO:1901363,GO:1901576	1.3.1.10,1.3.1.9	ko:K00208	ko00061,ko00333,ko00780,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01100,map01130,map01212	M00083,M00572	R01404,R04429,R04430,R04724,R04725,R04955,R04956,R04958,R04959,R04961,R04962,R04966,R04967,R04969,R04970,R07765,R10118,R10122,R11671	RC00052,RC00076,RC00120	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	adh_short_C2
G_49991_0_1_Limosilactobacillus_reuteri	557436.Lreu_0180	1.66e-91	284.0	COG2217@1|root,COG2217@2|Bacteria,1TQ07@1239|Firmicutes,4H9SP@91061|Bacilli,3F4JI@33958|Lactobacillaceae	91061|Bacilli	P	P-type ATPase	cadA	-	-	-	-	-	-	-	-	-	-	-	E1-E2_ATPase,Hydrolase
G_49991_0_2_Limosilactobacillus_reuteri	557436.Lreu_0179	1.31e-161	454.0	COG5549@1|root,COG5549@2|Bacteria,1VW9X@1239|Firmicutes,4HWF8@91061|Bacilli,3F60X@33958|Lactobacillaceae	91061|Bacilli	O	PFAM peptidase M10A and M12B, matrixin and adamalysin	XK27_08875	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M10
G_49991_0_3_Limosilactobacillus_reuteri	557436.Lreu_0786	3.2e-242	664.0	COG2826@1|root,COG2826@2|Bacteria,1TWVR@1239|Firmicutes,4HCM1@91061|Bacilli,3F5JW@33958|Lactobacillaceae	91061|Bacilli	L	PFAM Integrase catalytic region	-	-	-	-	-	-	-	-	-	-	-	-	rve
G_49991_0_4_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5021	7.41e-163	456.0	2A0WK@1|root,30P1Q@2|Bacteria,1TX8X@1239|Firmicutes,4I65V@91061|Bacilli,3F6QW@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_49991_0_5_Limosilactobacillus_reuteri	557436.Lreu_0177	2.84e-73	219.0	COG4095@1|root,COG4095@2|Bacteria,1VBI9@1239|Firmicutes,4HMY5@91061|Bacilli,3F7IR@33958|Lactobacillaceae	91061|Bacilli	S	Sugar efflux transporter for intercellular exchange	-	-	-	-	-	-	-	-	-	-	-	-	MtN3_slv
G_49991_0_6_Limosilactobacillus_reuteri	557436.Lreu_1774	2.59e-135	391.0	COG2826@1|root,COG2826@2|Bacteria,1TRSF@1239|Firmicutes,4HADR@91061|Bacilli,3F3YG@33958|Lactobacillaceae	91061|Bacilli	L	Transposase and inactivated derivatives, IS30 family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_38,rve
G_49991_0_7_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5019	0.0	873.0	COG1249@1|root,COG1249@2|Bacteria,1TP1W@1239|Firmicutes,4HBZF@91061|Bacilli,3FC6T@33958|Lactobacillaceae	91061|Bacilli	C	Pyridine nucleotide-disulfide oxidoreductase	-	-	1.8.1.7	ko:K00383,ko:K21739	ko00480,ko04918,map00480,map04918	-	R00094,R00115	RC00011	ko00000,ko00001,ko01000	-	-	-	Pyr_redox_2,Pyr_redox_dim
G_49991_0_9_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5017	0.0	1845.0	COG1061@1|root,COG3886@1|root,COG1061@2|Bacteria,COG3886@2|Bacteria,1TQ62@1239|Firmicutes,4HAJ1@91061|Bacilli,3F3YQ@33958|Lactobacillaceae	91061|Bacilli	L	Helicase C-terminal domain protein	-	-	-	-	-	-	-	-	-	-	-	-	DUF3427,Helicase_C,PLDc_2,ResIII
G_49991_0_10_Limosilactobacillus_reuteri	557436.Lreu_0173	2.72e-102	297.0	COG0671@1|root,COG0671@2|Bacteria,1VB2R@1239|Firmicutes,4HM3J@91061|Bacilli,3F7AV@33958|Lactobacillaceae	91061|Bacilli	I	PAP2 superfamily	-	-	3.6.1.27	ko:K19302	ko00550,map00550	-	R05627	RC00002	ko00000,ko00001,ko01000,ko01011	-	-	-	PAP2
G_49991_0_11_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5015	1.09e-226	624.0	COG4989@1|root,COG4989@2|Bacteria,1TQ12@1239|Firmicutes,4HA57@91061|Bacilli,3F4U1@33958|Lactobacillaceae	91061|Bacilli	S	Aldo keto reductase	ydhF	-	-	-	-	-	-	-	-	-	-	-	Aldo_ket_red
G_49991_0_12_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5014	2.49e-181	504.0	COG0149@1|root,COG0149@2|Bacteria,1TP2F@1239|Firmicutes,4HAPT@91061|Bacilli,3F494@33958|Lactobacillaceae	91061|Bacilli	G	Involved in the gluconeogenesis. Catalyzes stereospecifically the conversion of dihydroxyacetone phosphate (DHAP) to D-glyceraldehyde-3-phosphate (G3P)	tpiA	GO:0003674,GO:0003824,GO:0004807,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006006,GO:0006066,GO:0006071,GO:0006081,GO:0006082,GO:0006090,GO:0006091,GO:0006094,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016051,GO:0016052,GO:0016053,GO:0016310,GO:0016853,GO:0016860,GO:0016861,GO:0017144,GO:0018130,GO:0019318,GO:0019319,GO:0019359,GO:0019362,GO:0019363,GO:0019400,GO:0019405,GO:0019438,GO:0019439,GO:0019563,GO:0019637,GO:0019682,GO:0019693,GO:0019751,GO:0019752,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044262,GO:0044270,GO:0044271,GO:0044275,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046164,GO:0046166,GO:0046174,GO:0046184,GO:0046364,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1901615,GO:1901616	5.3.1.1	ko:K01803	ko00010,ko00051,ko00562,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00051,map00562,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00002,M00003	R01015	RC00423	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	TIM
G_49991_0_13_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5013	1.26e-82	245.0	COG3223@1|root,COG3223@2|Bacteria,1VCG5@1239|Firmicutes,4HKQN@91061|Bacilli,3FBQN@33958|Lactobacillaceae	91061|Bacilli	S	Phosphate-starvation-inducible E	psiE	-	-	ko:K13256	-	-	-	-	ko00000	-	-	-	PsiE
G_49991_0_14_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5012	1.24e-132	375.0	COG3545@1|root,COG3545@2|Bacteria,1V6R4@1239|Firmicutes,4HVF4@91061|Bacilli,3FBQF@33958|Lactobacillaceae	91061|Bacilli	S	Serine hydrolase	-	-	-	ko:K07002	-	-	-	-	ko00000	-	-	-	Ser_hydrolase
G_49991_0_16_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5010	1.12e-79	245.0	COG0053@1|root,COG0053@2|Bacteria,1TSGY@1239|Firmicutes,4H9WP@91061|Bacilli	91061|Bacilli	P	Belongs to the cation diffusion facilitator (CDF) transporter (TC 2.A.4) family	yeaB	-	-	-	-	-	-	-	-	-	-	-	Cation_efflux,ZT_dimer
G_49991_0_17_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5010	5.31e-136	391.0	COG0053@1|root,COG0053@2|Bacteria,1TSGY@1239|Firmicutes,4H9WP@91061|Bacilli	91061|Bacilli	P	Belongs to the cation diffusion facilitator (CDF) transporter (TC 2.A.4) family	yeaB	-	-	-	-	-	-	-	-	-	-	-	Cation_efflux,ZT_dimer
G_49991_0_18_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5007	0.0	887.0	COG1757@1|root,COG1757@2|Bacteria,1TQ3B@1239|Firmicutes,4HA18@91061|Bacilli,3F3VX@33958|Lactobacillaceae	91061|Bacilli	C	Na H antiporter NhaC	nhaC	-	-	ko:K03315	-	-	-	-	ko00000,ko02000	2.A.35	-	-	Na_H_antiporter
G_49991_0_19_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5006	2.3e-52	164.0	COG4892@1|root,COG4892@2|Bacteria	2|Bacteria	S	Cytochrome b5-like Heme/Steroid binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Cyt-b5
G_49991_0_20_Limosilactobacillus_reuteri	557436.Lreu_0164	1.63e-148	418.0	COG2910@1|root,COG2910@2|Bacteria,1TZ3T@1239|Firmicutes,4HVUN@91061|Bacilli,3F5K7@33958|Lactobacillaceae	91061|Bacilli	S	NAD(P)H-binding	-	-	-	ko:K07118	-	-	-	-	ko00000	-	-	-	NAD_binding_10
G_49991_0_21_Limosilactobacillus_reuteri	557436.Lreu_0163	3.88e-50	158.0	2BV51@1|root,32QIB@2|Bacteria,1U6PW@1239|Firmicutes,4IGGV@91061|Bacilli,3F89X@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
G_49991_0_22_Limosilactobacillus_reuteri	349123.Lreu23DRAFT_5003	3.5e-167	468.0	COG1028@1|root,COG1028@2|Bacteria,1TPHT@1239|Firmicutes,4HVYE@91061|Bacilli,3FC9Q@33958|Lactobacillaceae	91061|Bacilli	IQ	dehydrogenase reductase	-	-	-	-	-	-	-	-	-	-	-	-	adh_short_C2
G_49991_0_23_Limosilactobacillus_reuteri	557436.Lreu_0161	2.02e-305	834.0	COG0477@1|root,COG0477@2|Bacteria,1TQIJ@1239|Firmicutes,4HAM0@91061|Bacilli,3FCBR@33958|Lactobacillaceae	91061|Bacilli	EGP	MFS transporter, metabolite H symporter (MHS) family protein	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1,Sugar_tr
G_49991_0_24_Limosilactobacillus_reuteri	575594.ACOH01000017_gene1539	4.54e-87	268.0	COG0582@1|root,COG0582@2|Bacteria,1U59Y@1239|Firmicutes,4IF1G@91061|Bacilli,3F5BK@33958|Lactobacillaceae	91061|Bacilli	L	Belongs to the 'phage' integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Phage_int_SAM_5,Phage_integrase
